,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
4465,mendez_brigido,,yaracuy,143,23,73,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-30 22:05:16+00:00
4466,elbitamillantwi,"si estas interesado en un terreno propio para EMPRESAS o PROYECTOS, te vendo uno en ANACO DE  5000m. mi tlf 0426 1854021. en via principal.",puerto la cruz VENEZUELA,106,305,188433,70,"Fico Gutiérrez, tras ser derrotado, da su apoyo a Rodolfo Hernández: ""Petro sería un peligro para la democracia, para las libertades, para la economía, para nuestras familias y para nuestros hijos""

#EleccionesColombia 

https://t.co/Q4VVSHA800",[],2022-05-30 22:05:07+00:00
4467,capital_gomez,,,143,12,641,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:04:58+00:00
4468,ADumetzS,"#Escritor, #poeta, #ensayista, #conferencistasdetemasliterarios y, #cantautor Miembro del #ParlamentoInternacionaldeEscritoresdeColombia.",Israel    ישראל,437,468,11330,24,#EleccionesColombia | Ernesto Samper invitó a César Gaviria a acompañar el Pacto Histórico de Gustavo Petro. #ColombiaVota2022  https://t.co/5kMa3R1tVu,['EleccionesColombia'],2022-05-30 22:04:58+00:00
4469,Damaris36066615,,,831,645,45084,25,"Los votos de FICO y Rodolfo Hernández son inflados. 

Se debe verificar en el escrutinio los E-14 y los votos mesa a mesa
 
#EleccionesColombia https://t.co/9gupPih19r",[],2022-05-30 22:04:56+00:00
4470,Moni10zulu,"La voz de mi conciencia me habla en Arameo.
✨️Bendecida✨️","Medellín, Colombia",36,3,45,0,"Por favor alguien me quiere explicar, ¿Estas 27.303 personas qué?

🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️

#EleccionesColombia https://t.co/RwqZ4elfjr",['EleccionesColombia'],2022-05-30 22:04:54+00:00
4471,egipto69,"Venezuela libre. No al comunismo,No al socialismo,No al populismo,No al fanatismo de ningún tipo. #Caracas No pierdan su tiempo esos de: si me sigues te sigo",,303,1255,88832,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-30 22:04:54+00:00
4472,joseagualdronr,"nacido en el campo santandereano, emprendedor microempresario desplazado por la violencia de la heŕmosa Barranquilla y siempre dispuesto a trabajar🇨🇴🇺🇦",en cualquier lugar del mundo,4994,3239,25955,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:04:51+00:00
4473,MAJO1972_2,"CUENTA ALTERNA DE @MAJO1972 
SUEÑO CON UNA VENEZUELA LIBRE Y DE 7 ESTRELLAS, 🙏🏻🙏🏻🇻🇪🇻🇪",Venezuela,537,528,11626,2,"Entrevista con el periodista @RobertoCarlo14 sobre #EleccionesColombia

https://t.co/SkhBCjjWGF",['EleccionesColombia'],2022-05-30 22:04:47+00:00
4474,luzmarinag85,,,251,205,1715,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:04:41+00:00
4475,GeekMusicMan,"Me interesa la programación y la producción músical. 

-Geek-
-Músico-","Bogotá, D.C., Colombia",985,227,18551,27,"Denle una mirada al HT #PetristasAlLimite , diversión asegurada con la lloraton petrista por el ingeniero.

#EleccionesColombia 

 https://t.co/MWpPcmThAS",['PetristasAlLimite'],2022-05-30 22:04:37+00:00
4476,EmaniuEmanuel,"Profesional en finanzas, enemigo del socialismo y la izquierda",,768,989,73828,3,"Hermanos Colombianos, ¿Ustedes no aprenden?.
#SoyLiberal #EleccionesColombia #EleccionesColombia2022 https://t.co/ueLf87xSLf","['SoyLiberal', 'EleccionesColombia', 'EleccionesColombia2022']",2022-05-30 22:04:36+00:00
4477,lugupeca,"Soy sensible,  pero no débil, Madre orgullosa; amo mi familia; hija y hermana; ciudadana común, demócrata.",,928,237,53473,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-30 22:04:29+00:00
4478,antonio01132,DERECHO Y A LA DERECHA,,1614,852,27913,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:04:27+00:00
4479,miguelgr2583,"psicólogo esp, en psicología jurídica. no garantizo resultados Psicológicos por twitter 😂😘.",c,2122,2098,54870,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-30 22:04:26+00:00
4480,smartysofi,"Sin Fé...nada 🙏.
 Enamorada del Mundo 🌎🌍 
 Administradora Turística de Profesión 🏞️🌁🏜️⛱️🚗✈️
Reflexóloga 👣🙌💆para el bienestar.
Siempre por la 🙋🏻","Medellín, Colombia",1748,844,25061,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:04:24+00:00
4481,ecojuanfe,"Ing. Ambiental, Animalista; Convencido de la Gran Alianza Republicana: Sin democracia no hay libertad,y sin libertad no hay paz.",En la Derecha,2365,1727,91363,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:04:21+00:00
4482,CristinaColAm,"Admiradora del mejor presidente de Colombia 🇨🇴 Alvaro Uribe. Viví la época donde las FARC se tomaban pueblos, estaciones de policía ,iglesias,escuelas etc .",,1167,776,33383,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:04:20+00:00
4483,RevistaSemana,Periodismo con carácter.,Colombia,38,4933542,443588,10,"#EleccionesColombia | Tras la victoria de Rodolfo Hernández, así reaccionaron sus hijos en redes sociales | #ColombiaVota2022 | #PetroORodolfo https://t.co/6JShJVFk8U","['EleccionesColombia', 'ColombiaVota2022', 'PetroORodolfo']",2022-05-30 22:04:18+00:00
4484,manuelramirezd,"🚴‍♂️  👷‍♂️   📈
No creo en encuestas, ni en odios, ni en propuestas, solo en lo que ha hecho en su carrera como servidor público.",Colombia,794,286,12080,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:04:16+00:00
4485,jhon_44,¡Gustavo Petro presidente! ¡Pacto histórico al congreso!🥑🥑🥑🥑🐝🐝🐝🐝,,3060,1938,46071,53,"Está gente de @QHuboMedallo si es sincera 😂😂😂, aprendan @elcolombiano la sinceridad está por encima de la afinidad política o regionalismo #EleccionesColombia https://t.co/koNPNX30ve",[],2022-05-30 22:04:16+00:00
4486,victorcpascual,"#StandwithUkraine

#SolidaridadconUcrania
Professor of #InternationalLaw, #EU #HumanRights / International consultant 
#Electoralobservation
#Elections",,1298,590,15455,28,"#EleccionesColombia | Destacadas figuras de centro, como el exministro de Salud Alejandro Gaviria, ya han lanzado guiños a la candidatura de Petro y es previsible que aterricen en el Pacto Histórico

Por @Santorrado
https://t.co/lIEeU4LZT3",['EleccionesColombia'],2022-05-30 22:04:11+00:00
4487,jorgforp,,,121,352,161756,642,“No duda: ingeniero mejor que guerrillero”: la fuerte frase de Juan Carlos Echeverry | #EleccionesColombia #ColombiaVota2022  https://t.co/nPLRTod3ap,['EleccionesColombia'],2022-05-30 22:04:10+00:00
4488,kutu01,"Perra Poodle, blanca y hermosa y mi nombre es Bella!",Perrera Municipal,1169,593,82071,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-30 22:04:10+00:00
4489,samarina09,"Soy feliz, Amo a mi país y siempre actúo con Amor y orgullo por mi país.",Manizales,239,370,1860,262,"#EleccionesColombia | ""Si ustedes hubieran ganado, hubieran ganado en primera vuelta"": le dice @MariaFdaCabal al petrismo. #PetroORodolfo #ColombiaVota2022 

Vea más: https://t.co/TBuctnJf8i https://t.co/tDvgordkCt",['EleccionesColombia'],2022-05-30 22:04:08+00:00
4490,jorgforp,,,121,352,161756,35,“Alístese para dentro de cuatro años”: el mensaje de Mario Hernández a Fico Gutiérrez | #EleccionesColombia #ColombiaVota2022   https://t.co/EqVx37E0hc,['EleccionesColombia'],2022-05-30 22:04:05+00:00
4491,ChamorroHomero,"sociólogo por vocación
Caminante no hay camino... regresé y mire bien el mapa.",,683,464,1286,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 22:04:03+00:00
4492,Evelyn45654830,Soy muy detallista y divertida,,225,125,1422,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-30 22:04:03+00:00
4493,edelarb,,,414,129,1588,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-30 22:04:01+00:00
4494,nccarmon,,,1305,829,38170,17,"Con los 5 millones de Fico Gutiérrez, el Uribismo muerto va enterrar a Petro.
#CualquieraMenosPetro 

#EleccionesColombia 
#ColombiaDecide 
#UribistaSigueUribista 
Rodolfo Hernández
#RodolfoPresidente2022 
Uribismo","['CualquieraMenosPetro', 'EleccionesColombia']",2022-05-30 22:03:58+00:00
4495,GomezreyesLuis,Pienso diferente,,14,10,1269,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-30 22:03:58+00:00
4496,GoridemQ_53_6,EXURIBISTA ARREPENTIDA SINTIÉNDOME CÓMPLICE DE MASACRES Y FALSOPOSITIVOS,,7140,13222,602311,25,"@CNNEE Así nos va a tocar con muchos colombianos hasta la segunda vuelta. 

https://t.co/PXvySflj2d

#EleccionesColombia
#FraudeElectoral https://t.co/1VIeP3FtTl",['EleccionesColombia'],2022-05-30 22:03:56+00:00
4497,Linoabcd,"Derechista, conservador  y antisocialista ☭⃠|  cinefilo 🎥 🎞🎬.",,5001,1865,23276,2,"Entrevista con el periodista @RobertoCarlo14 sobre #EleccionesColombia

https://t.co/SkhBCjjWGF",['EleccionesColombia'],2022-05-30 22:03:53+00:00
4498,ivladu65,Venezolano,Maturin. Monagas. Venezuela,231,179,2217,14,"#EleccionesColombia Así van los resultados preliminares.
   
🗳️ 97 % de las mesas informadas.

◾Gustavo Petro (Pacto Histórico): 40,33 %.
◾ Rodolfo Hernández (LIGA): 28,14 %. https://t.co/KxjOAGmReH",['EleccionesColombia'],2022-05-30 22:03:53+00:00
4499,0rlandoAraujo,"Las ideologías, creencias, estructuras de organización no pueden ser impuestas mediante ningún tipo de mecanismo a ninguna persona. Nadie tiene esa potestad.",Caracas. Venezuela,340,1175,443214,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-30 22:03:52+00:00
4500,Leopianista,"Soy del #RMD #UnfollowAlTuiteroDiva Siempre sigo al que me sigue, es un acto de cortesía",,5618,5859,36988,759,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-30 22:03:45+00:00
4501,Reinald90992689,,,791,309,70793,21,#EleccionesColombia | Mario Hernández fijó su postura y reveló a qué candidato apoyará en segunda vuelta| #ColombiaVota2022 https://t.co/P5Ih4bqneL,['EleccionesColombia'],2022-05-30 22:03:44+00:00
4502,VillaBonita8,publicidad,,347,74,863,24,#EleccionesColombia | Ernesto Samper invitó a César Gaviria a acompañar el Pacto Histórico de Gustavo Petro. #ColombiaVota2022  https://t.co/5kMa3R1tVu,['EleccionesColombia'],2022-05-30 22:03:44+00:00
4503,EJuenzamo,Rey de los unos y de los otros,"Bogotá, D.C., Colombia",7693,8077,129785,323,“Tenemos ‘anticuerpos’ maravillosos que nos protegen del cáncer de la izquierda”: Abelardo de la Espriella | #EleccionesColombia #ColombiaVota2022   https://t.co/bNh3RISN7v,[],2022-05-30 22:03:44+00:00
4504,AraujoRincones,ODONTOLOGO,"Fonseca, Colombia",79,14,91,119,"@AUGUSTOOCAMPO No tengo duda que @petrogustavo y @FranciaMarquezM sobrepasaron con creces los 9 millones, doctor. A recuperar esos votos en el escrutinio! 
#E14 
#EleccionesColombia 
#LaPrimeraVueltaFue",[],2022-05-30 22:03:42+00:00
4505,riosarboleda,Ingeniero Industrial Universidad Tecnologica de Pereira,,524,209,4620,2,"#EleccionesColombia | VIDEO | La noche del triunfo se vivió como una “final de fútbol” en casa de Rodolfo Hernández. #ColombiaVota2022 
 https://t.co/QkHLv9HyNy",['EleccionesColombia'],2022-05-30 22:03:41+00:00
4506,saga7886,TECNOLOGO MECATRONICO SENA muy colombiano pero tambien un hombre de derecha con dos gustos el metal y el anime,BOGOTA,429,691,22474,27,"Denle una mirada al HT #PetristasAlLimite , diversión asegurada con la lloraton petrista por el ingeniero.

#EleccionesColombia 

 https://t.co/MWpPcmThAS",['PetristasAlLimite'],2022-05-30 22:03:40+00:00
4507,Reinald90992689,,,791,309,70793,22,#EleccionesColombia | “Quieren llamarle triunfo a la derrota”: el sablazo de Carlos Antonio Vélez tras las elecciones | #ColombiaVota2022 https://t.co/emfMsZ5gYB,['EleccionesColombia'],2022-05-30 22:03:40+00:00
4508,CesarEstoico,,,415,222,7796,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:03:39+00:00
4509,AlbaLuc1aZuleta,,,135,223,44214,13,"Elecciones 2022 | “A Colombia hay que cuidarla”, la reflexión de Fajardo al cierre de la jornada  | #EleccionesColombia #ColombiaVota2022   https://t.co/2C2FsCwOrN",['EleccionesColombia'],2022-05-30 22:03:39+00:00
4510,elcenaculo,"https://t.co/A1iykf0vjH...  ""EL AMOR DE MARIA DIRECTO A TU CORAZÓN"",","Bogotá, Colombia",983,1511,140433,35,#EleccionesColombia | “Esos 11 millones de votos ya son suyos”: Pacho Santos a Rodolfo Hernández | #ColombiaVota2022 https://t.co/bfwZLJX1Uc,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-30 22:03:35+00:00
4511,XavierMz2,Enserio quiero ser mejor todos los días....,,243,139,7539,149,"🇨🇴 | #EleccionesColombia Luego de polémica propuesta de Rodolfo Hernández de llevar a todos los colombianos a conocer el mar, muchos colombianos se preguntan si las mujeres están incluidas o se tienen que quedar en la casa. https://t.co/uw1poYat6Q",['EleccionesColombia'],2022-05-30 22:03:34+00:00
4512,johan_avendano,Toporepresentaciones,Bogotá,1692,912,43370,21,"Así se distribuyeron los votos en las #EleccionesColombia2022 a nivel de municipios. Según datos bajados a media noche.

Visualizaciones interactivas acá 👉https://t.co/Rc1kVfyvVJ 📊

¿Qué les gustaría que analizara?

#EleccionesColombia #Elecciones2022  #ColombiaDecide #dataviz https://t.co/52ZJgg8HB9",['EleccionesColombia2022'],2022-05-30 22:03:31+00:00
4513,JhonJmaldonado,,,593,820,104542,21,#EleccionesColombia | Mario Hernández fijó su postura y reveló a qué candidato apoyará en segunda vuelta| #ColombiaVota2022 https://t.co/P5Ih4bqneL,['EleccionesColombia'],2022-05-30 22:03:28+00:00
